seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr3	41563829	41564145	317	*	5' UTR	3	41555731	41616864	61134	1	ENSMUSG00000025764.14	ENSMUST00000026865.14	8098
chr3	45379582	45380986	1405	*	Promoter (1-2kb)	3	45378398	45383035	4638	1	ENSMUSG00000049100.15	ENSMUST00000193252.1	1184
chr3	45385894	45386160	267	*	Intron (ENSMUST00000171554.7/ENSMUSG00000049100.15, intron 3 of 4)	3	45378406	45402645	24240	1	ENSMUSG00000049100.15	ENSMUST00000171554.7	7488
chr3	51276827	51277062	236	*	Exon (ENSMUST00000139771.2/ENSMUSG00000087440.2, exon 1 of 1)	3	51252720	51340663	87944	2	ENSMUSG00000037174.18	ENSMUST00000194641.5	63601
chr3	51552916	51553168	253	*	Intron (ENSMUST00000037141.8/ENSMUSG00000037111.9, intron 1 of 7)	3	51515319	51560879	45561	2	ENSMUSG00000037111.9	ENSMUST00000037141.8	7711
chr3	51700503	51702076	1574	*	Intron (ENSMUST00000118075.6/ENSMUSG00000061143.15, intron 1 of 3)	3	51685907	51796536	110630	2	ENSMUSG00000061143.15	ENSMUST00000118075.6	94460
chr3	52101346	52101576	231	*	Intron (ENSMUST00000121440.3/ENSMUSG00000061143.15, intron 1 of 4)	3	51685907	52105076	419170	2	ENSMUSG00000061143.15	ENSMUST00000121440.3	3500
chr3	52198328	52199660	1333	*	Promoter (<=1kb)	3	52198248	52200489	2242	1	ENSMUSG00000103170.1	ENSMUST00000194488.1	80
chr3	55243966	55244372	407	*	Promoter (1-2kb)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	1602
chr3	55283300	55283456	157	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 3 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	40936
chr3	55284545	55284899	355	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 3 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	42181
chr3	55293637	55293862	226	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 3 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	51273
chr3	55367746	55368971	1226	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 3 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	125382
chr3	55396451	55396658	208	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 4 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	154087
chr3	55397735	55397967	233	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 4 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	155371
chr3	55419717	55420061	345	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 4 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	177353
chr3	55432583	55432876	294	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 4 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	190219
chr3	55447039	55447302	264	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 4 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	204675
chr3	55452684	55452837	154	*	Intron (ENSMUST00000196745.4/ENSMUSG00000027797.15, intron 5 of 16)	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	210320
chr3	55461995	55462552	558	*	5' UTR	3	55242364	55539068	296705	1	ENSMUSG00000027797.15	ENSMUST00000196745.4	219631
chr3	58417185	58417563	379	*	Promoter (<=1kb)	3	58417484	58460309	42826	1	ENSMUSG00000027806.9	ENSMUST00000196049.1	0
chr3	62409969	62410656	688	*	Intron (ENSMUST00000079300.12/ENSMUSG00000036885.14, intron 5 of 13)	3	62338344	62462221	123878	1	ENSMUSG00000036885.14	ENSMUST00000079300.12	71625
chr3	62603139	62603331	193	*	Promoter (1-2kb)	3	62529077	62605140	76064	2	ENSMUSG00000043441.5	ENSMUST00000058535.5	1809
chr3	63295494	63295692	199	*	Promoter (<=1kb)	3	63295561	63381096	85536	1	ENSMUSG00000027820.12	ENSMUST00000194150.5	0
chr3	65659172	65659562	391	*	Promoter (<=1kb)	3	65659288	65659426	139	1	ENSMUSG00000098944.1	ENSMUST00000185035.1	0
chr3	66985715	66986137	423	*	Promoter (<=1kb)	3	66985967	67358396	372430	1	ENSMUSG00000034544.17	ENSMUST00000161726.1	0
chr3	68405510	68405659	150	*	Intron (ENSMUST00000182006.3/ENSMUSG00000102422.1, intron 4 of 10)	3	68064802	68626464	561663	1	ENSMUSG00000027777.15	ENSMUST00000029346.12	340708
chr3	68494469	68495923	1455	*	5' UTR	3	68064802	68626464	561663	1	ENSMUSG00000027777.15	ENSMUST00000029346.12	429667
chr3	68956375	68956532	158	*	Intron (ENSMUST00000107812.7/ENSMUSG00000027778.15, intron 8 of 19)	3	68892499	69004543	112045	2	ENSMUSG00000027778.15	ENSMUST00000107812.7	48011
chr3	69006770	69006930	161	*	Promoter (2-3kb)	3	69004738	69034623	29886	1	ENSMUSG00000034349.14	ENSMUST00000042901.14	2032
chr3	79162884	79163097	214	*	Intron (ENSMUST00000195708.1/ENSMUSG00000062232.14, intron 7 of 29)	3	79062531	79286517	223987	2	ENSMUSG00000062232.14	ENSMUST00000195708.1	123420
chr3	79417367	79417546	180	*	Intron (ENSMUST00000195157.1/ENSMUSG00000091685.6, intron 2 of 3)	3	79336661	79430028	93368	1	ENSMUSG00000091685.6	ENSMUST00000195157.1	80706
chr3	79559806	79560078	273	*	Intron (ENSMUST00000133154.6/ENSMUSG00000061175.12, intron 1 of 17)	3	79455974	79567796	111823	2	ENSMUSG00000061175.12	ENSMUST00000133154.6	7718
chr3	79880236	79880421	186	*	Intron (ENSMUST00000195082.1/ENSMUSG00000102191.1, intron 1 of 2)	3	79859293	79886806	27514	2	ENSMUSG00000102191.1	ENSMUST00000195082.1	6385
chr3	80697367	80697582	216	*	Intron (ENSMUST00000075316.9/ENSMUSG00000033981.14, intron 12 of 15)	3	80681450	80802835	121386	2	ENSMUSG00000033981.14	ENSMUST00000075316.9	105253
chr3	80754014	80754175	162	*	Intron (ENSMUST00000075316.9/ENSMUSG00000033981.14, intron 2 of 15)	3	80681450	80802835	121386	2	ENSMUSG00000033981.14	ENSMUST00000075316.9	48660
chr3	80795500	80795731	232	*	Intron (ENSMUST00000075316.9/ENSMUSG00000033981.14, intron 2 of 15)	3	80681450	80802835	121386	2	ENSMUSG00000033981.14	ENSMUST00000075316.9	7104
chr3	80797361	80798609	1249	*	Intron (ENSMUST00000075316.9/ENSMUSG00000033981.14, intron 2 of 15)	3	80681450	80802835	121386	2	ENSMUSG00000033981.14	ENSMUST00000075316.9	4226
chr3	83027719	83027902	184	*	Promoter (1-2kb)	3	83026076	83032263	6188	1	ENSMUSG00000028001.16	ENSMUST00000029630.14	1643
chr3	84219281	84219825	545	*	Intron (ENSMUST00000107692.7/ENSMUSG00000027993.16, intron 1 of 11)	3	84160439	84304809	144371	2	ENSMUSG00000027993.16	ENSMUST00000107692.7	84984
chr3	84259934	84260084	151	*	Intron (ENSMUST00000107692.7/ENSMUSG00000027993.16, intron 1 of 11)	3	84160439	84304809	144371	2	ENSMUSG00000027993.16	ENSMUST00000107692.7	44725
chr3	84303156	84303438	283	*	Promoter (1-2kb)	3	84160439	84304809	144371	2	ENSMUSG00000027993.16	ENSMUST00000107692.7	1371
chr3	84953356	84953522	167	*	Intron (ENSMUST00000107679.7/ENSMUSG00000028086.15, intron 4 of 13)	3	84815268	84979198	163931	1	ENSMUSG00000028086.15	ENSMUST00000107679.7	138088
chr3	85019787	85020079	293	*	Intron (ENSMUST00000154148.7/ENSMUSG00000102805.5, intron 3 of 9)	3	84496426	85887516	1391091	2	ENSMUSG00000102805.5	ENSMUST00000154148.7	867437
chr3	85667072	85667278	207	*	Intron (ENSMUST00000154148.7/ENSMUSG00000102805.5, intron 3 of 9)	3	85660061	85673988	13928	2	ENSMUSG00000051000.17	ENSMUST00000126445.6	6710
chr3	86115241	86115463	223	*	Intron (ENSMUST00000238443.1/ENSMUSG00000028082.14, intron 15 of 20)	3	85971109	86130526	159418	1	ENSMUSG00000028082.14	ENSMUST00000238443.1	144132
chr3	86786638	86786806	169	*	3' UTR	3	86786151	86920379	134229	2	ENSMUSG00000028078.14	ENSMUST00000191752.5	133573
chr3	86896767	86897051	285	*	Intron (ENSMUST00000191752.5/ENSMUSG00000028078.14, intron 2 of 13)	3	86786151	86920379	134229	2	ENSMUSG00000028078.14	ENSMUST00000191752.5	23328
chr3	87972451	87974913	2463	*	Promoter (1-2kb)	3	87971078	87973391	2314	1	ENSMUSG00000004891.16	ENSMUST00000159830.1	1373
chr3	88177435	88177762	328	*	Promoter (<=1kb)	3	88171556	88177692	6137	2	ENSMUSG00000096935.5	ENSMUST00000197172.4	0
chr3	88207090	88207363	274	*	Promoter (<=1kb)	3	88207312	88225995	18684	1	ENSMUSG00000097156.7	ENSMUST00000180582.7	0
chr3	88214648	88214809	162	*	Exon (ENSMUST00000181356.1/ENSMUSG00000097156.7, exon 1 of 2)	3	88206826	88225438	18613	1	ENSMUSG00000097156.7	ENSMUST00000181550.7	7822
chr3	88502604	88502853	250	*	Promoter (<=1kb)	3	88481148	88503335	22188	2	ENSMUSG00000028063.15	ENSMUST00000029699.12	482
chr3	88621577	88621751	175	*	5' UTR	3	88605966	88646929	40964	1	ENSMUSG00000028059.16	ENSMUST00000175903.8	15611
chr3	89091251	89091551	301	*	Promoter (1-2kb)	3	89083981	89093290	9310	2	ENSMUSG00000041263.14	ENSMUST00000090929.11	1739
chr3	89458147	89459706	1560	*	Promoter (<=1kb)	3	89459118	89469013	9896	1	ENSMUSG00000027952.16	ENSMUST00000029564.11	0
chr3	89659435	89660866	1432	*	Intron (ENSMUST00000000811.7/ENSMUSG00000000794.9, intron 5 of 7)	3	89520164	89667761	147598	1	ENSMUSG00000000794.9	ENSMUST00000000811.7	139271
chr3	89723541	89723714	174	*	Intron (ENSMUST00000098924.8/ENSMUSG00000027951.16, intron 1 of 14)	3	89715022	89753446	38425	1	ENSMUSG00000027951.16	ENSMUST00000098924.8	8519
chr3	90079539	90079693	155	*	Promoter (<=1kb)	3	90079540	90100901	21362	1	ENSMUSG00000027940.18	ENSMUST00000029549.15	0
chr3	90321850	90322058	209	*	Intron (ENSMUST00000199754.4/ENSMUSG00000042390.9, intron 1 of 10)	3	90293178	90363407	70230	1	ENSMUSG00000042390.9	ENSMUST00000199754.4	28672
chr3	90323913	90324117	205	*	Exon (ENSMUST00000200373.4/ENSMUSG00000042390.9, exon 2 of 8)	3	90293178	90363407	70230	1	ENSMUSG00000042390.9	ENSMUST00000199754.4	30735
chr3	93447022	93447649	628	*	Exon (ENSMUST00000064257.5/ENSMUSG00000052415.5, exon 2 of 2)	3	93442330	93449077	6748	1	ENSMUSG00000052415.5	ENSMUST00000064257.5	4692
chr3	94483225	94484708	1484	*	Promoter (<=1kb)	3	94484327	94492193	7867	1	ENSMUSG00000028137.9	ENSMUST00000199148.4	0
chr3	96001035	96001948	914	*	Intron (ENSMUST00000015891.5/ENSMUSG00000015747.5, intron 14 of 14)	3	95999832	96058466	58635	2	ENSMUSG00000015747.5	ENSMUST00000015891.5	56518
chr3	97227163	97227349	187	*	Promoter (<=1kb)	3	97203662	97227364	23703	2	ENSMUSG00000038256.15	ENSMUST00000046521.13	15
chr3	97767066	97768037	972	*	Promoter (<=1kb)	3	97738854	97768009	29156	2	ENSMUSG00000038170.15	ENSMUST00000045243.14	0
chr3	97775357	97776965	1609	*	Intron (ENSMUST00000168438.8/ENSMUSG00000038170.15, intron 8 of 45)	3	97689824	97888707	198884	2	ENSMUSG00000038170.15	ENSMUST00000168438.8	111742
chr3	97867399	97867580	182	*	Intron (ENSMUST00000168438.8/ENSMUSG00000038170.15, intron 1 of 45)	3	97689824	97888707	198884	2	ENSMUSG00000038170.15	ENSMUST00000168438.8	21127
chr3	101378383	101378626	244	*	Promoter (1-2kb)	3	101377083	101379540	2458	1	ENSMUSG00000042035.11	ENSMUST00000198995.4	1300
chr3	101380193	101380378	186	*	Intron (ENSMUST00000043983.10/ENSMUSG00000042035.11, intron 2 of 10)	3	101377083	101463059	85977	1	ENSMUSG00000042035.11	ENSMUST00000043983.10	3110
chr3	101592771	101592949	179	*	Intron (ENSMUST00000036493.7/ENSMUSG00000033161.10, intron 3 of 22)	3	101576219	101604684	28466	2	ENSMUSG00000033161.10	ENSMUST00000036493.7	11735
chr3	104790040	104790322	283	*	Promoter (1-2kb)	3	104788375	104794282	5908	1	ENSMUSG00000002233.13	ENSMUST00000196817.4	1665
chr3	105454070	105454312	243	*	Promoter (1-2kb)	3	105452330	105674002	221673	1	ENSMUSG00000040896.16	ENSMUST00000098761.9	1740
chr3	105505355	105505523	169	*	Intron (ENSMUST00000098761.9/ENSMUSG00000040896.16, intron 2 of 6)	3	105452330	105674002	221673	1	ENSMUSG00000040896.16	ENSMUST00000098761.9	53025
chr3	106721866	106722494	629	*	Promoter (<=1kb)	3	106721893	106734382	12490	1	ENSMUSG00000056260.15	ENSMUST00000127003.7	0
chr3	107332109	107332619	511	*	Promoter (1-2kb)	3	107325421	107333673	8253	2	ENSMUSG00000048109.10	ENSMUST00000061772.10	1054
chr3	108013862	108014179	318	*	Intron (ENSMUST00000004140.10/ENSMUSG00000058135.12, intron 7 of 7)	3	108012255	108017973	5719	2	ENSMUSG00000058135.12	ENSMUST00000004140.10	3794
chr3	108411948	108412118	171	*	Intron (ENSMUST00000090558.9/ENSMUSG00000068740.13, intron 1 of 33)	3	108390851	108415552	24702	2	ENSMUSG00000068740.13	ENSMUST00000090558.9	3434
chr3	108592448	108592632	185	*	Promoter (1-2kb)	3	108591279	108645719	54441	1	ENSMUSG00000040389.15	ENSMUST00000051145.14	1169
chr3	108856777	108856938	162	*	Intron (ENSMUST00000180063.7/ENSMUSG00000045326.13, intron 11 of 12)	3	108853678	108889706	36029	2	ENSMUSG00000045326.13	ENSMUST00000180063.7	32768
chr3	108857959	108858569	611	*	Exon (ENSMUST00000123018.7/ENSMUSG00000045326.13, exon 1 of 3)	3	108853678	108889706	36029	2	ENSMUSG00000045326.13	ENSMUST00000180063.7	31137
chr3	108882777	108882971	195	*	Intron (ENSMUST00000180063.7/ENSMUSG00000045326.13, intron 3 of 12)	3	108853678	108889706	36029	2	ENSMUSG00000045326.13	ENSMUST00000180063.7	6735
chr3	110142674	110142870	197	*	Promoter (<=1kb)	3	109780040	110143004	362965	2	ENSMUSG00000059857.15	ENSMUST00000156177.8	134
chr3	116940682	116940854	173	*	Exon (ENSMUST00000196227.1/ENSMUSG00000106073.1, exon 1 of 1)	3	116918258	116968987	50730	2	ENSMUSG00000033377.14	ENSMUST00000040097.13	28133
chr3	117352968	117353278	311	*	Intron (ENSMUST00000061071.12/ENSMUSG00000044667.12, intron 1 of 6)	3	117319139	117360876	41738	2	ENSMUSG00000044667.12	ENSMUST00000061071.12	7598
chr3	117574779	117574940	162	*	Promoter (<=1kb)	3	117574836	117689507	114672	1	ENSMUSG00000033342.15	ENSMUST00000039564.10	0
chr3	117576194	117577127	934	*	Intron (ENSMUST00000239347.1/ENSMUSG00000033342.15, intron 1 of 5)	3	117485084	117689507	204424	1	ENSMUSG00000033342.15	ENSMUST00000239347.1	91110
chr3	117822341	117822930	590	*	Intron (ENSMUST00000029639.11/ENSMUSG00000028007.13, intron 7 of 8)	3	117781647	117868936	87290	2	ENSMUSG00000028007.13	ENSMUST00000029639.11	46006
chr3	119783248	119783397	150	*	Promoter (<=1kb)	3	119718742	119783388	64647	2	ENSMUSG00000028134.11	ENSMUST00000029780.11	0
chr3	121327059	121327282	224	*	Intron (ENSMUST00000039442.11/ENSMUSG00000039887.11, intron 3 of 3)	3	121291773	121363094	71322	1	ENSMUSG00000039887.11	ENSMUST00000039442.11	35286
chr3	121427927	121428414	488	*	Promoter (<=1kb)	3	121428046	121429331	1286	1	ENSMUSG00000106022.1	ENSMUST00000198374.1	0
chr3	122292469	122292658	190	*	Promoter (<=1kb)	3	122255958	122293547	37590	2	ENSMUSG00000057359.7	ENSMUST00000072769.6	889
chr3	122505257	122505406	150	*	Intron (ENSMUST00000029766.8/ENSMUSG00000028121.8, intron 4 of 11)	3	122419778	122530191	110414	1	ENSMUSG00000028121.8	ENSMUST00000029766.8	85479
chr3	126597819	126598446	628	*	Promoter (1-2kb)	3	126596302	126684688	88387	1	ENSMUSG00000053819.16	ENSMUST00000143383.7	1517
chr3	127071442	127072235	794	*	Intron (ENSMUST00000182078.8/ENSMUSG00000032826.19, intron 5 of 45)	3	126921614	127409059	487446	2	ENSMUSG00000032826.19	ENSMUST00000182078.8	336824
chr3	127074543	127076234	1692	*	Intron (ENSMUST00000182078.8/ENSMUSG00000032826.19, intron 5 of 45)	3	126921614	127409059	487446	2	ENSMUSG00000032826.19	ENSMUST00000182078.8	332825
chr3	127161264	127162857	1594	*	Promoter (<=1kb)	3	127031173	127162346	131174	2	ENSMUSG00000032826.19	ENSMUST00000182994.7	0
chr3	127227181	127227371	191	*	Intron (ENSMUST00000182078.8/ENSMUSG00000032826.19, intron 2 of 45)	3	126921614	127409059	487446	2	ENSMUSG00000032826.19	ENSMUST00000182078.8	181688
chr3	127257865	127260372	2508	*	Intron (ENSMUST00000182078.8/ENSMUSG00000032826.19, intron 2 of 45)	3	126921614	127409059	487446	2	ENSMUSG00000032826.19	ENSMUST00000182078.8	148687
chr3	127899262	127899484	223	*	Promoter (2-3kb)	3	127869058	127896324	27267	2	ENSMUSG00000050549.8	ENSMUST00000199273.1	-2938
chr3	129535099	129535299	201	*	Promoter (2-3kb)	3	129532355	129634971	102617	1	ENSMUSG00000041220.10	ENSMUST00000199910.4	2744
chr3	129536718	129537303	586	*	Intron (ENSMUST00000199910.4/ENSMUSG00000041220.10, intron 1 of 3)	3	129532355	129634971	102617	1	ENSMUSG00000041220.10	ENSMUST00000199910.4	4363
chr3	129724943	129725322	380	*	Promoter (<=1kb)	3	129677578	129725087	47510	2	ENSMUSG00000028017.7	ENSMUST00000197079.4	0
chr3	132131127	132131423	297	*	Intron (ENSMUST00000029665.6/ENSMUSG00000028031.6, intron 1 of 3)	3	132085292	132180304	95013	1	ENSMUSG00000028031.6	ENSMUST00000029665.6	45835
chr3	132132460	132132808	349	*	Intron (ENSMUST00000029665.6/ENSMUSG00000028031.6, intron 1 of 3)	3	132085292	132180304	95013	1	ENSMUSG00000028031.6	ENSMUST00000029665.6	47168
chr3	133497592	133498405	814	*	Intron (ENSMUST00000098603.7/ENSMUSG00000040943.12, intron 2 of 10)	3	133463679	133544390	80712	2	ENSMUSG00000040943.12	ENSMUST00000098603.7	45985
chr3	136126951	136127100	150	*	Intron (ENSMUST00000198354.1/ENSMUSG00000104710.1, intron 2 of 3)	3	136053363	136326046	272684	2	ENSMUSG00000037922.13	ENSMUST00000196159.4	198946
chr3	138527231	138527782	552	*	Promoter (<=1kb)	3	138527285	138555558	28274	1	ENSMUSG00000028156.12	ENSMUST00000196990.4	0
chr3	138745891	138746059	169	*	Intron (ENSMUST00000029800.8/ENSMUSG00000028152.10, intron 1 of 7)	3	138742195	138907905	165711	1	ENSMUSG00000028152.10	ENSMUST00000029800.8	3696
chr3	138788237	138788446	210	*	Intron (ENSMUST00000029800.8/ENSMUSG00000028152.10, intron 1 of 7)	3	138742195	138907905	165711	1	ENSMUSG00000028152.10	ENSMUST00000029800.8	46042
chr3	138794075	138795661	1587	*	Intron (ENSMUST00000029800.8/ENSMUSG00000028152.10, intron 1 of 7)	3	138742195	138907905	165711	1	ENSMUSG00000028152.10	ENSMUST00000029800.8	51880
chr3	138852466	138852676	211	*	Intron (ENSMUST00000029800.8/ENSMUSG00000028152.10, intron 1 of 7)	3	138742195	138907905	165711	1	ENSMUSG00000028152.10	ENSMUST00000029800.8	110271
chr3	138854578	138854922	345	*	Intron (ENSMUST00000029800.8/ENSMUSG00000028152.10, intron 1 of 7)	3	138742195	138907905	165711	1	ENSMUSG00000028152.10	ENSMUST00000029800.8	112383
chr3	141467453	141467620	168	*	Promoter (2-3kb)	3	141465216	141834924	369709	1	ENSMUSG00000059921.15	ENSMUST00000106236.8	2237
chr3	142311563	142311865	303	*	Intron (ENSMUST00000029941.15/ENSMUSG00000028273.15, intron 5 of 12)	3	142239590	142395693	156104	2	ENSMUSG00000028273.15	ENSMUST00000029941.15	83828
chr3	142851136	142851524	389	*	Intron (ENSMUST00000043812.14/ENSMUSG00000004591.16, intron 2 of 21)	3	142790902	142882004	91103	2	ENSMUSG00000004591.16	ENSMUST00000043812.14	30480
chr3	144202045	144202777	733	*	Promoter (<=1kb)	3	144188530	144202396	13867	2	ENSMUSG00000028266.17	ENSMUST00000121796.7	0
chr3	145651504	145651657	154	*	Promoter (1-2kb)	3	145650312	145652473	2162	1	ENSMUSG00000097183.2	ENSMUST00000181247.2	1192
chr3	145825857	145826889	1033	*	Intron (ENSMUST00000029845.14/ENSMUSG00000028194.15, intron 1 of 5)	3	145758675	145894277	135603	1	ENSMUSG00000028194.15	ENSMUST00000029845.14	67182
chr3	145884855	145886199	1345	*	Intron (ENSMUST00000029845.14/ENSMUSG00000028194.15, intron 4 of 5)	3	145758675	145894277	135603	1	ENSMUSG00000028194.15	ENSMUST00000029845.14	126180
chr3	145889825	145889984	160	*	Intron (ENSMUST00000029845.14/ENSMUSG00000028194.15, intron 5 of 5)	3	145758675	145894277	135603	1	ENSMUSG00000028194.15	ENSMUST00000029845.14	131150
chr3	145924511	145924841	331	*	Promoter (1-2kb)	3	145922804	145925171	2368	1	ENSMUSG00000028191.11	ENSMUST00000197842.1	1707
chr3	146607842	146608372	531	*	Intron (ENSMUST00000199489.4/ENSMUSG00000028186.14, intron 1 of 5)	3	146580985	146615596	34612	2	ENSMUSG00000028185.12	ENSMUST00000200633.1	7224
chr3	146620224	146620375	152	*	Intron (ENSMUST00000199489.4/ENSMUSG00000028186.14, intron 4 of 5)	3	146570426	146625881	55456	1	ENSMUSG00000028186.14	ENSMUST00000199489.4	49798
chr3	146742385	146742580	196	*	Intron (ENSMUST00000102515.9/ENSMUSG00000005034.15, intron 8 of 9)	3	146729574	146812960	83387	2	ENSMUSG00000005034.15	ENSMUST00000102515.9	70380
chr3	146769070	146769249	180	*	Intron (ENSMUST00000102515.9/ENSMUSG00000005034.15, intron 1 of 9)	3	146729574	146812960	83387	2	ENSMUSG00000005034.15	ENSMUST00000102515.9	43711
chr3	150611431	150611687	257	*	Intron (ENSMUST00000198573.1/ENSMUSG00000105190.1, intron 2 of 2)	3	150588818	150612176	23359	1	ENSMUSG00000105190.1	ENSMUST00000198573.1	22613
chr3	152193286	152193796	511	*	5' UTR	3	152178511	152210279	31769	2	ENSMUSG00000028035.13	ENSMUST00000134701.1	16483
chr3	156902849	156903017	169	*	Intron (ENSMUST00000074015.10/ENSMUSG00000040037.13, intron 2 of 6)	3	156561794	157316445	754652	1	ENSMUSG00000040037.13	ENSMUST00000074015.10	341055
chr3	158355735	158356830	1096	*	Intron (ENSMUST00000200137.4/ENSMUSG00000028176.13, intron 3 of 26)	3	158082895	158562221	479327	2	ENSMUSG00000028176.13	ENSMUST00000200137.4	205391
chr3	158558837	158559070	234	*	Intron (ENSMUST00000200137.4/ENSMUSG00000028176.13, intron 1 of 26)	3	158082895	158562221	479327	2	ENSMUSG00000028176.13	ENSMUST00000200137.4	3151
chr3	159872450	159872605	156	*	Intron (ENSMUST00000068952.9/ENSMUSG00000028173.10, intron 1 of 11)	3	159839672	159936023	96352	1	ENSMUSG00000028173.10	ENSMUST00000068952.9	32778
chr4	5725631	5726004	374	*	Intron (ENSMUST00000124256.7/ENSMUSG00000049119.14, intron 2 of 3)	4	5644090	5798382	154293	1	ENSMUSG00000049119.14	ENSMUST00000124256.7	81541
chr4	6912928	6913134	207	*	Intron (ENSMUST00000039987.3/ENSMUSG00000041272.11, intron 1 of 8)	4	6686353	6990799	304447	2	ENSMUSG00000041272.11	ENSMUST00000039987.3	77665
chr4	6979129	6979291	163	*	Intron (ENSMUST00000039987.3/ENSMUSG00000041272.11, intron 1 of 8)	4	6686353	6990799	304447	2	ENSMUSG00000041272.11	ENSMUST00000039987.3	11508
chr4	6988803	6988995	193	*	Promoter (1-2kb)	4	6686353	6990799	304447	2	ENSMUSG00000041272.11	ENSMUST00000039987.3	1804
chr4	9693304	9694560	1257	*	Promoter (1-2kb)	4	9695645	9695807	163	2	ENSMUSG00000064698.1	ENSMUST00000082764.1	1247
chr4	15022511	15022679	169	*	Promoter (<=1kb)	4	15022582	15031987	9406	1	ENSMUSG00000087241.1	ENSMUST00000129207.1	0
chr4	19636252	19636568	317	*	Intron (ENSMUST00000108250.2/ENSMUSG00000078772.2, intron 3 of 4)	4	19608303	19708993	100691	2	ENSMUSG00000041058.15	ENSMUST00000108246.8	72425
chr4	22483667	22483914	248	*	3' UTR	4	22482780	22488366	5587	2	ENSMUSG00000095139.2	ENSMUST00000178174.2	4452
chr4	22485559	22486165	607	*	Promoter (2-3kb)	4	22482780	22488366	5587	2	ENSMUSG00000095139.2	ENSMUST00000178174.2	2201
chr4	32000466	32000616	151	*	Intron (ENSMUST00000037607.10/ENSMUSG00000028284.13, intron 12 of 16)	4	31964097	32023467	59371	1	ENSMUSG00000028284.13	ENSMUST00000037607.10	36369
chr4	32246673	32247103	431	*	Intron (ENSMUST00000108180.8/ENSMUSG00000040270.16, intron 1 of 6)	4	32238804	32586104	347301	1	ENSMUSG00000040270.16	ENSMUST00000108180.8	7869
chr4	32250242	32250482	241	*	Intron (ENSMUST00000108180.8/ENSMUSG00000040270.16, intron 1 of 6)	4	32238804	32586104	347301	1	ENSMUSG00000040270.16	ENSMUST00000108180.8	11438
chr4	32405384	32405557	174	*	Intron (ENSMUST00000108180.8/ENSMUSG00000040270.16, intron 2 of 6)	4	32238804	32586104	347301	1	ENSMUSG00000040270.16	ENSMUST00000108180.8	166580
chr4	32409123	32409273	151	*	Intron (ENSMUST00000108180.8/ENSMUSG00000040270.16, intron 2 of 6)	4	32238804	32586104	347301	1	ENSMUSG00000040270.16	ENSMUST00000108180.8	170319
chr4	32510614	32510791	178	*	Intron (ENSMUST00000108180.8/ENSMUSG00000040270.16, intron 4 of 6)	4	32238804	32586104	347301	1	ENSMUSG00000040270.16	ENSMUST00000108180.8	271810
chr4	32544414	32545545	1132	*	Intron (ENSMUST00000108180.8/ENSMUSG00000040270.16, intron 4 of 6)	4	32238804	32586104	347301	1	ENSMUSG00000040270.16	ENSMUST00000108180.8	305610
chr4	33247166	33248325	1160	*	Promoter (<=1kb)	4	33246004	33247575	1572	2	ENSMUSG00000040128.9	ENSMUST00000155616.1	0
chr4	33926012	33926168	157	*	Promoter (1-2kb)	4	33924593	33935316	10724	1	ENSMUSG00000044288.6	ENSMUST00000133462.1	1419
chr4	34704732	34704996	265	*	Intron (ENSMUST00000029971.11/ENSMUSG00000028294.15, intron 11 of 12)	4	34688559	34730206	41648	2	ENSMUSG00000028294.15	ENSMUST00000029971.11	25210
chr4	36950068	36950377	310	*	Promoter (<=1kb)	4	35707406	36951223	1243818	2	ENSMUSG00000045083.14	ENSMUST00000108122.7	846
chr4	40268380	40268548	169	*	Promoter (1-2kb)	4	40259601	40269850	10250	2	ENSMUSG00000036822.6	ENSMUST00000042575.6	1302
